OTU	cad5930efe6763b64b3ccf1cd669a2eb_4	5994274eae30475ead69bfe27a0b062a_5	cad5930efe6763b64b3ccf1cd66b8f19_4	5994274eae30475ead69bfe27a0bb83d_7	5994274eae30475ead69bfe27a0da3ab_5	5994274eae30475ead69bfe27a0e09b3_6	5994274eae30475ead69bfe27a0e5749_7	cad5930efe6763b64b3ccf1cd66d04ad_8	5994274eae30475ead69bfe27a0ef0f3_9	cad5930efe6763b64b3ccf1cd66fed3d_4	cad5930efe6763b64b3ccf1cd66abcbb_8	5994274eae30475ead69bfe27a0f9be8_5	5994274eae30475ead69bfe27a0fffe5_6	cad5930efe6763b64b3ccf1cd66f9c23_8	d39c1941c8f6e8b0f6ead5d7f720b7a6_12	cad5930efe6763b64b3ccf1cd6737fa5_4	cad5930efe6763b64b3ccf1cd6754842_4	5994274eae30475ead69bfe27a10f80a_6	5994274eae30475ead69bfe27a114102_7	cad5930efe6763b64b3ccf1cd6710c63_8	5994274eae30475ead69bfe27a11b9a8_9	5994274eae30475ead69bfe27a1353f6_5	5994274eae30475ead69bfe27a13a5a0_7	5994274eae30475ead69bfe27a1207e8_5	5994274eae30475ead69bfe27a1257f1_6	5994274eae30475ead69bfe27a128c98_8	5994274eae30475ead69bfe27a12d03c_9	5994274eae30475ead69bfe27a145faa_5	5994274eae30475ead69bfe27a14ac2a_7	5994274eae30475ead69bfe27a13f8b4_4	5994274eae30475ead69bfe27a0c48e8_11	5994274eae30475ead69bfe27a0ca404_12	5994274eae30475ead69bfe27a0f48d8_11	cad5930efe6763b64b3ccf1cd66b25cf_13	5994274eae30475ead69bfe27a152204_6	e85a36182291e14f07e89efdce2080c1_7	5994274eae30475ead69bfe27a15a53e_6	5994274eae30475ead69bfe27a0d13e5_14	cad5930efe6763b64b3ccf1cd677d6c1_4	5994274eae30475ead69bfe27a107d45_11	cad5930efe6763b64b3ccf1cd679c4ee_4	cad5930efe6763b64b3ccf1cd67bb7b9_4	5994274eae30475ead69bfe27a161b08_7	cad5930efe6763b64b3ccf1cd6790578_8	5994274eae30475ead69bfe27a16cb5f_5	5994274eae30475ead69bfe27a171966_7	cad5930efe6763b64b3ccf1cd67b0864_8	5994274eae30475ead69bfe27a177bf8_9	cad5930efe6763b64b3ccf1cd67dbada_4	5994274eae30475ead69bfe27a0b51f1_6	1419f08f554e0c93f3b62fe90c2af650_5	cad5930efe6763b64b3ccf1cd67ea3da_8	5994274eae30475ead69bfe27a1ad15f_9	cad5930efe6763b64b3ccf1cd67f6784_4	cad5930efe6763b64b3ccf1cd6810b06_4	cad5930efe6763b64b3ccf1cd6832df7_4	5994274eae30475ead69bfe27a22c4d5_4	5994274eae30475ead69bfe27a1ea48a_5	5994274eae30475ead69bfe27a1efc5c_6	1419f08f554e0c93f3b62fe90c39ff38_7	5994274eae30475ead69bfe27a227900_5	5994274eae30475ead69bfe27a17cd2b_11	5994274eae30475ead69bfe27a1819d7_12	1419f08f554e0c93f3b62fe90c24cbb3_14	cad5930efe6763b64b3ccf1cd6c70104_4	5994274eae30475ead69bfe27a23edc2_4	5994274eae30475ead69bfe27a1b1b8c_11	1419f08f554e0c93f3b62fe90c2b6e2e_12	cad5930efe6763b64b3ccf1cd67ef6b1_13	5994274eae30475ead69bfe27a1bc84a_14	5994274eae30475ead69bfe27a1c0bc6_15	5994274eae30475ead69bfe27a1c682c_16	5994274eae30475ead69bfe27a231846_5	5994274eae30475ead69bfe27a23731d_6	5994274eae30475ead69bfe27a23cc0a_5	1419f08f554e0c93f3b62fe90c4888bb_4	5994274eae30475ead69bfe27a1f9504_11	5994274eae30475ead69bfe27a1fe575_12	cad5930efe6763b64b3ccf1cd6851cc0_13	5994274eae30475ead69bfe27a207ddf_14	5994274eae30475ead69bfe27a20b81a_16	cad5930efe6763b64b3ccf1cd68bb850_4	5994274eae30475ead69bfe27a1907c5_23	cad5930efe6763b64b3ccf1cd67a6d5d_26	5994274eae30475ead69bfe27a2477d7_6	5994274eae30475ead69bfe27a2507d6_4	cad5930efe6763b64b3ccf1cd67e0e51_19	5994274eae30475ead69bfe27a1d1317_22	cad5930efe6763b64b3ccf1cd68f2068_4	5994274eae30475ead69bfe27a18e12c_21	cad5930efe6763b64b3ccf1cd69fb0e7_25	cad5930efe6763b64b3ccf1cd6837e1a_19	5994274eae30475ead69bfe27a214d88_21	5994274eae30475ead69bfe27a219374_23	5994274eae30475ead69bfe27a1982af_28	5994274eae30475ead69bfe27a19c920_30	cad5930efe6763b64b3ccf1cd67e5a01_26	5994274eae30475ead69bfe27a1da3b9_28	5994274eae30475ead69bfe27a2620a5_4	5994274eae30475ead69bfe27a25b5d2_6	cad5930efe6763b64b3ccf1cd6843508_26	5994274eae30475ead69bfe27a22082f_28	cad5930efe6763b64b3ccf1cd6848746_30	5994274eae30475ead69bfe27a255a74_11	5994274eae30475ead69bfe27a265644_5	d39c1941c8f6e8b0f6ead5d7f701c5c7_5	d39c1941c8f6e8b0f6ead5d7f705094d_5	d39c1941c8f6e8b0f6ead5d7f703398c_5	d39c1941c8f6e8b0f6ead5d7f704d3e6_4	d39c1941c8f6e8b0f6ead5d7f70219d0_6	d39c1941c8f6e8b0f6ead5d7f702675d_7	d39c1941c8f6e8b0f6ead5d7f703f0f6_6	cad5930efe6763b64b3ccf1cd692e477_7	d39c1941c8f6e8b0f6ead5d7f7047600_9	d39c1941c8f6e8b0f6ead5d7f700cd96_11	d39c1941c8f6e8b0f6ead5d7f7012898_12	d39c1941c8f6e8b0f6ead5d7f702f044_9	d39c1941c8f6e8b0f6ead5d7f705b0de_6	d39c1941c8f6e8b0f6ead5d7f705f53e_7	d39c1941c8f6e8b0f6ead5d7f7054a81_5	cad5930efe6763b64b3ccf1cd696435b_4	d39c1941c8f6e8b0f6ead5d7f701862b_13	cad5930efe6763b64b3ccf1cd6911080_8	d39c1941c8f6e8b0f6ead5d7f707121a_5	d39c1941c8f6e8b0f6ead5d7f706433c_6	e85a36182291e14f07e89efdce422b48_4	5994274eae30475ead69bfe27a26d5bf_5	d39c1941c8f6e8b0f6ead5d7f7007a6c_7	d39c1941c8f6e8b0f6ead5d7f703a11d_5	d39c1941c8f6e8b0f6ead5d7f7074f26_5	d39c1941c8f6e8b0f6ead5d7f706b4a2_4	d39c1941c8f6e8b0f6ead5d7f70842c1_9	e85a36182291e14f07e89efdce48a1ea_7	d39c1941c8f6e8b0f6ead5d7f707ed3f_8	d39c1941c8f6e8b0f6ead5d7f7097c44_14	cad5930efe6763b64b3ccf1cd6a5a071_4	1419f08f554e0c93f3b62fe90c8711d0_7	d39c1941c8f6e8b0f6ead5d7f714daad_6	d39c1941c8f6e8b0f6ead5d7f714882c_5	d39c1941c8f6e8b0f6ead5d7f70adbd5_8	cad5930efe6763b64b3ccf1cd69cc376_7	d39c1941c8f6e8b0f6ead5d7f70a4f3a_6	d39c1941c8f6e8b0f6ead5d7f70b5418_7	d39c1941c8f6e8b0f6ead5d7f709c994_5	cad5930efe6763b64b3ccf1cd69ad93e_6	d39c1941c8f6e8b0f6ead5d7f70bda9c_5	d39c1941c8f6e8b0f6ead5d7f70c33ee_6	1419f08f554e0c93f3b62fe90c82af26_7	1419f08f554e0c93f3b62fe90c82f5eb_8	d39c1941c8f6e8b0f6ead5d7f70ca927_9	d39c1941c8f6e8b0f6ead5d7f708ee7d_12	cad5930efe6763b64b3ccf1cd6996fdb_13	d39c1941c8f6e8b0f6ead5d7f7173b42_4	e85a36182291e14f07e89efdce5afc85_4	d39c1941c8f6e8b0f6ead5d7f716591c_5	1419f08f554e0c93f3b62fe90c89f079_7	1419f08f554e0c93f3b62fe90c8a403e_8	d39c1941c8f6e8b0f6ead5d7f717c0ea_5	d39c1941c8f6e8b0f6ead5d7f717f941_7	cad5930efe6763b64b3ccf1cd6a94969_8	cad5930efe6763b64b3ccf1cd6990047_11	e85a36182291e14f07e89efdce4eab9b_4	cad5930efe6763b64b3ccf1cd6a0ec5f_4	cad5930efe6763b64b3ccf1cd6a2c300_4	cad5930efe6763b64b3ccf1cd69f1103_4	cad5930efe6763b64b3ccf1cd6a21206_8	d39c1941c8f6e8b0f6ead5d7f7113383_9	d39c1941c8f6e8b0f6ead5d7f715aa20_4	d39c1941c8f6e8b0f6ead5d7f7160145_4	d39c1941c8f6e8b0f6ead5d7f7155d23_4	d39c1941c8f6e8b0f6ead5d7f710a242_7	d39c1941c8f6e8b0f6ead5d7f7102e8f_6	d39c1941c8f6e8b0f6ead5d7f70ff96b_5	d39c1941c8f6e8b0f6ead5d7f7002947_6	d39c1941c8f6e8b0f6ead5d7f7190186_5	cad5930efe6763b64b3ccf1cd6aef626_4	1419f08f554e0c93f3b62fe90cbc899d_4	cad5930efe6763b64b3ccf1cd6acd3fd_4	1419f08f554e0c93f3b62fe90c83a27d_18	d39c1941c8f6e8b0f6ead5d7f70e674d_20	e85a36182291e14f07e89efdce515867_22	1419f08f554e0c93f3b62fe90c85b9f5_18	d39c1941c8f6e8b0f6ead5d7f712e3a8_21	d39c1941c8f6e8b0f6ead5d7f7135890_23	d39c1941c8f6e8b0f6ead5d7f719d96f_8	1419f08f554e0c93f3b62fe90c9af322_4	cad5930efe6763b64b3ccf1cd6a9e8e6_4	cad5930efe6763b64b3ccf1cd6ab3ff0_4	1419f08f554e0c93f3b62fe90c834b59_11	cad5930efe6763b64b3ccf1cd6a0897c_13	d39c1941c8f6e8b0f6ead5d7f70dc4b9_15	d39c1941c8f6e8b0f6ead5d7f70d86db_14	d39c1941c8f6e8b0f6ead5d7f70cfbba_12	d39c1941c8f6e8b0f6ead5d7f7119200_12	cad5930efe6763b64b3ccf1cd6a2818f_13	d39c1941c8f6e8b0f6ead5d7f7121d89_14	1419f08f554e0c93f3b62fe90c856eb2_15	d39c1941c8f6e8b0f6ead5d7f71a2db6_4	d39c1941c8f6e8b0f6ead5d7f713b82f_26	d39c1941c8f6e8b0f6ead5d7f71403ec_28	e85a36182291e14f07e89efdce6704c4_5	d39c1941c8f6e8b0f6ead5d7f70f21d1_27	d39c1941c8f6e8b0f6ead5d7f70f63c6_28	cad5930efe6763b64b3ccf1cd6b423de_4	cad5930efe6763b64b3ccf1cd6b6eab6_4	e85a36182291e14f07e89efdce72eb42_4	cad5930efe6763b64b3ccf1cd6b8ea8c_4	e85a36182291e14f07e89efdce6c9da2_6	d39c1941c8f6e8b0f6ead5d7f71c2aec_5	e85a36182291e14f07e89efdce70897e_15	d39c1941c8f6e8b0f6ead5d7f71bd26f_5	d39c1941c8f6e8b0f6ead5d7f71e9588_7	cad5930efe6763b64b3ccf1cd6bd6d14_6	cad5930efe6763b64b3ccf1cd6bdd324_8	d39c1941c8f6e8b0f6ead5d7f71e57cd_21	d39c1941c8f6e8b0f6ead5d7f71ee26f_12	d39c1941c8f6e8b0f6ead5d7f71f4cf6_15	d39c1941c8f6e8b0f6ead5d7f7288e54_7	cad5930efe6763b64b3ccf1cd6c40c1a_4	cad5930efe6763b64b3ccf1cd6c1b6cc_5	d39c1941c8f6e8b0f6ead5d7f725dad0_6	cad5930efe6763b64b3ccf1cd6c23ba9_7	d39c1941c8f6e8b0f6ead5d7f7264ea7_11	d39c1941c8f6e8b0f6ead5d7f72194ea_15	d39c1941c8f6e8b0f6ead5d7f7213284_14	cad5930efe6763b64b3ccf1cd6be3432_13	d39c1941c8f6e8b0f6ead5d7f721dc5a_16	d39c1941c8f6e8b0f6ead5d7f728153e_5	cad5930efe6763b64b3ccf1cd6c4df26_7	d39c1941c8f6e8b0f6ead5d7f726b460_5	d39c1941c8f6e8b0f6ead5d7f7271ca1_6	cad5930efe6763b64b3ccf1cd6c388ba_8	d39c1941c8f6e8b0f6ead5d7f7279280_9	d39c1941c8f6e8b0f6ead5d7f7242847_5	d39c1941c8f6e8b0f6ead5d7f7246808_6	d39c1941c8f6e8b0f6ead5d7f724b1b8_7	d39c1941c8f6e8b0f6ead5d7f724fab2_11	cad5930efe6763b64b3ccf1cd6baf32f_19	d39c1941c8f6e8b0f6ead5d7f7223859_4	d39c1941c8f6e8b0f6ead5d7f723979e_4	d39c1941c8f6e8b0f6ead5d7f71c7fd8_12	d39c1941c8f6e8b0f6ead5d7f71cd430_14	d39c1941c8f6e8b0f6ead5d7f71db941_18	d39c1941c8f6e8b0f6ead5d7f71d7ddf_16	d39c1941c8f6e8b0f6ead5d7f71d3247_15	cad5930efe6763b64b3ccf1cd6bf2aeb_4	d39c1941c8f6e8b0f6ead5d7f7228b01_5	e85a36182291e14f07e89efdce7cb7a9_6	cad5930efe6763b64b3ccf1cd6bed2b6_8	d39c1941c8f6e8b0f6ead5d7f7234340_9	d39c1941c8f6e8b0f6ead5d7f7254ffe_4	cad5930efe6763b64b3ccf1cd6c29678_4	d39c1941c8f6e8b0f6ead5d7f7201f6e_9	d39c1941c8f6e8b0f6ead5d7f7207bba_11	cad5930efe6763b64b3ccf1cd6c86d51_4	e85a36182291e14f07e89efdce88d4f5_4	7cfd74d6803ea319683df75644203652_8	cad5930efe6763b64b3ccf1cd6ce63b2_4	d39c1941c8f6e8b0f6ead5d7f72949b6_5	d39c1941c8f6e8b0f6ead5d7f729b97d_4	cad5930efe6763b64b3ccf1cd6d04e5a_5	cad5930efe6763b64b3ccf1cd6d9f928_7	e85a36182291e14f07e89efdce995977_4	d39c1941c8f6e8b0f6ead5d7f72a934a_9	cad5930efe6763b64b3ccf1cd6d52190_4	d39c1941c8f6e8b0f6ead5d7f72b4b4b_7	e85a36182291e14f07e89efdce94603d_4	cad5930efe6763b64b3ccf1cd6d6ceb5_5	cad5930efe6763b64b3ccf1cd6d3c48f_4	cad5930efe6763b64b3ccf1cd6daeb85_4	d39c1941c8f6e8b0f6ead5d7f72d2e4d_4	d39c1941c8f6e8b0f6ead5d7f72ced64_6	d39c1941c8f6e8b0f6ead5d7f72c5bc3_4	cad5930efe6763b64b3ccf1cd6dd0f1b_4	d39c1941c8f6e8b0f6ead5d7f72c165b_7	cad5930efe6763b64b3ccf1cd6e0c814_4	7cfd74d6803ea319683df756446df278_4	d39c1941c8f6e8b0f6ead5d7f730b02d_4	d39c1941c8f6e8b0f6ead5d7f72e00cd_5	7cfd74d6803ea319683df756446e6e49_6	d39c1941c8f6e8b0f6ead5d7f72e7727_11	7cfd74d6803ea319683df75644781781_4	d39c1941c8f6e8b0f6ead5d7f7312c58_4	e85a36182291e14f07e89efdcea661f1_12	cad5930efe6763b64b3ccf1cd6e3ad33_13	d39c1941c8f6e8b0f6ead5d7f72f2493_16	cad5930efe6763b64b3ccf1cd6e84fc7_11	cad5930efe6763b64b3ccf1cd6e8ac96_4	d39c1941c8f6e8b0f6ead5d7f731e55d_4	d39c1941c8f6e8b0f6ead5d7f72fdd92_26	7cfd74d6803ea319683df75644708f40_28	cad5930efe6763b64b3ccf1cd6e302be_30	d39c1941c8f6e8b0f6ead5d7f7322cff_5	d39c1941c8f6e8b0f6ead5d7f732f382_4	cad5930efe6763b64b3ccf1cd6ee3aae_8	d39c1941c8f6e8b0f6ead5d7f732ab65_8	cad5930efe6763b64b3ccf1cd6e24c9e_19	d39c1941c8f6e8b0f6ead5d7f72f96f4_23	e85a36182291e14f07e89efdceb491e7_12
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_infantarius|t__Streptococcus_infantarius_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00387	0	0.00118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_hathewayi|t__GCF_000371445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.45177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.48827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43868	0	0	0	0.29695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.53869	0	0	0.21066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.69116	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_aureus|t__Staphylococcus_aureus_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas|s__Aeromonas_hydrophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Eubacterium_biforme	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00393	0	0	0	0	0	0	0	0	0	0.01989	0	0	0	0	0	0	0	0	0.24544	0	0.0787	0.22181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28876	0.12801	0	0.3538	0.13424	0	0	0	0	0	0	0	0	0	0	0.03474	0.19676	0.45863	0	0	0	0	0	0	0.04043	0.05781	0.12627	0	0	0	0.05718	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01842	0	0	0.02758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00565	0	0	0	0.03396	0	0	0.04264	0	0	0	0	0.00348	0	0	0	0	0	0	0.46269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00577	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0078
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Atopobium|s__Atopobium_vaginae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	0	0.17689	0	0.01788	0.2002	0	0.05268	0	0.01581	5.05084	0	4.7626	1.92423	3.81216	0.04807	4.56916	3.10712	3.16112	6.30583	4.6267	2.17173	6.24082	14.54587	8.11583	7.85799	9.2105	9.23735	0.00734	15.59877	0.24356	1.30001	0	0.00917	0.00697	2.6635	2.25913	0.366	0.01418	5.61204	1.97303	0.32143	8.40792	8.20538	7.7484	0.07163	0.59634	3.15168	0	0.65459	0.00741	0.46887	4.00707	7.86197	18.85864	5.03572	3.46372	0	2.45675	7.37045	0.02344	3.17576	0	0	0	6.26347	10.21311	9.00332	4.77854	5.86098	6.15499	5.71103	2.43207	6.21316	2.93703	6.48825	0	2.63898	12.13481	1.82464	9.4536	5.15695	3.67689	0	2.84767	0.10284	4.96974	3.67048	1.264	1.80554	0	4.27918	5.32479	7.10765	6.49587	0.05401	0.5799	0.95262	3.73775	0.2705	0	4.11	6.41111	6.58571	4.7116	2.27637	0.09054	7.8384	8.46004	5.71962	0.00417	0	14.02443	6.71055	19.41966	5.19868	4.85579	0.00727	0.07638	9.62872	12.95524	9.27728	5.60339	0	9.55882	4.54868	8.07973	8.41147	1.60869	15.67524	1.54459	10.03933	14.43892	12.05386	16.54275	9.65727	1.97008	1.50856	0	0.60805	23.2609	11.79849	28.08219	7.53563	0	0.00322	4.71312	2.82611	3.28058	6.24484	1.63005	11.40397	3.05409	3.19423	3.15151	0.00861	0.00216	0	21.14384	2.22792	3.90493	4.11007	5.21716	1.94231	9.92918	5.79901	1.86327	1.39943	10.7628	0	9.56906	1.32089	4.42431	1.76914	10.60324	26.36338	2.73276	5.85857	6.79956	4.65481	1.97719	4.57531	11.7908	2.93134	12.12999	5.29209	0.01072	0	28.10415	1.76279	5.98224	4.42243	5.77442	1.35055	1.17941	1.87933	3.76318	1.65794	8.09888	11.23097	1.60489	8.44008	3.07392	1.82045	5.39202	26.92494	10.98315	4.80572	13.00383	5.89584	6.44555	5.11958	0.14173	0.18613	0	6.31026	0.63178	0.27615	0.53516	7.9268	0	0.55549	0.0886	0	0.00234	0	0	0.00215	12.59727	5.00233	7.41832	1.64595	2.5061	1.8901	10.03638	11.38798	12.57368	16.13449	7.72606	6.0292	1.86293	7.47917	6.94491	6.22536	8.86676	8.03893	7.51004	8.97606	12.22494	18.88438	11.01524	0	0.87407	0	0	4.79816	6.95987	3.41018	2.09422	4.92797	0.95959	15.91667	6.51986	3.56107	2.74441	37.72619	0.02974	2.02389	1.39853	6.19143	4.93429	1.14733	12.59961	7.81664	0	1.34158	3.11647	8.81169	8.02029	5.48853	0.59019	4.04014	7.22218	3.9995	5.59395	9.14686	10.6385	5.72646	17.99045	9.05724	6.14323	8.69402	2.79004	46.18644	1.63063	4.85261	10.35631	1.64179	2.66959	2.81119
